Goal Code,Goal Label,Goal Description ,Target Code,Target Description,Indicator Code,Indicator Reference,Indicator Description,Series Release,Tags,Series Code,Series Description,Geographic Area Code,Geographic Area Name,Geographic Area Level,Parent Geographic Area Code,Parent Geographic Area Name,Geographic Area Type,X,Y,ISO Code,Is UN Member,Has Country Proile,Sex Code,Sex Desc,Unit Multiplier,Units Code,Units Desc,Time Series Id,Time Series Keys,Number of Years Available,Earliest Year Available,Latest Year Available,Available Years,Value 2000,Value 2001,Value 2002,Value 2003,Value 2004,Value 2005,Value 2006,Value 2007,Value 2008,Value 2009,Value 2010,Value 2011,Value 2012,Value 2013,Value 2014,Value 2015,Value 2016,Value 2017,Value 2018,Value 2019,Value 2020,Value 2021,Latest Value,Footnotes,Nature,ObjectId,x2,y2
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050501,5.5.1,Proportion of seats held by women in (a) national parliaments and (b) local governments,2021.Q2.G.03,"['advancement of women', 'gender equality', 'political participation', 'women']",SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),68,Bolivia (Plurinational State of),4,5,South America,Country,-64.66224284,-16.71273412,BOL,1,1,F,Female,,PT,Percentage,SG_GEN_PARL__F,sex,22,2000,2021,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",11.54,11.54,11.54,18.46,18.46,19.23,16.92,16.92,16.92,16.92,22.31,25.38,25.38,25.38,25.38,53.08,53.08,53.08,53.08,53.08,53.08,46.15,46.15,"[2000-2019]: Annual data as of 1 Feb of given year. // [2020]: Data are as at 1 January of reporting year | single or lower chambers of national parliaments. | The statistics refer to the situation before the 2019 election, which itself was invalidated. Fresh elections are expected in May 2020 // [2021]: Lower Chamber or Unicameral, Data valid as of 1 Jan of given year based on the number of seats filled in parliament at the time",C: Country data,24,-7198167.9464998,-1887411.06746125
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050501,5.5.1,Proportion of seats held by women in (a) national parliaments and (b) local governments,2021.Q2.G.03,"['advancement of women', 'gender equality', 'political participation', 'women']",SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),70,Bosnia and Herzegovina,5,39,Southern Europe,Country,17.78584332,44.16845548,BIH,1,1,F,Female,,PT,Percentage,SG_GEN_PARL__F,sex,22,2000,2021,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",7.14,7.14,16.67,16.67,16.67,16.67,16.67,14.29,11.9,11.9,19.05,16.67,21.43,21.43,21.43,21.43,21.43,21.43,21.43,21.43,21.43,26.19,26.19,"[2000-2019]: Annual data as of 1 Feb of given year. // [2020]: Data are as at 1 January of reporting year | single or lower chambers of national parliaments. // [2021]: Lower Chamber or Unicameral, Data valid as of 1 Jan of given year based on the number of seats filled in parliament at the time",C: Country data,25,1979911.02171135,5491548.17239601
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050501,5.5.1,Proportion of seats held by women in (a) national parliaments and (b) local governments,2021.Q2.G.03,"['advancement of women', 'gender equality', 'political participation', 'women']",SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),72,Botswana,4,18,Southern Africa,Country,23.81380223,-22.18810073,BWA,1,1,F,Female,,PT,Percentage,SG_GEN_PARL__F,sex,22,2000,2021,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",17.02,17.02,17.02,17.02,17.02,11.11,11.11,11.11,11.11,11.11,7.94,7.94,7.94,7.94,9.52,9.52,9.52,9.52,9.52,9.52,10.77,10.77,10.77,"[2000-2019]: Annual data as of 1 Feb of given year. // [2020]: Data are as at 1 January of reporting year | single or lower chambers of national parliaments. // [2021]: Lower Chamber or Unicameral, Data valid as of 1 Jan of given year based on the number of seats filled in parliament at the time",C: Country data,26,2650940.33809532,-2534124.00462362
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050501,5.5.1,Proportion of seats held by women in (a) national parliaments and (b) local governments,2021.Q2.G.03,"['advancement of women', 'gender equality', 'political participation', 'women']",SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),76,Brazil,4,5,South America,Country,-53.08432878,-10.77668561,BRA,1,1,F,Female,,PT,Percentage,SG_GEN_PARL__F,sex,22,2000,2021,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",5.65,5.65,6.82,8.58,8.58,8.58,8.58,8.77,8.97,8.97,8.77,8.58,8.58,8.58,8.58,8.97,9.94,10.72,10.72,15.01,14.62,15.2,15.2,"[2000-2019]: Annual data as of 1 Feb of given year. // [2020]: Data are as at 1 January of reporting year | single or lower chambers of national parliaments. // [2021]: Lower Chamber or Unicameral, Data valid as of 1 Jan of given year based on the number of seats filled in parliament at the time",C: Country data,27,-5909320.44889232,-1206791.79899697
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050501,5.5.1,Proportion of seats held by women in (a) national parliaments and (b) local governments,2021.Q2.G.03,"['advancement of women', 'gender equality', 'political participation', 'women']",SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),96,Brunei Darussalam,4,35,South-Eastern Asia,Country,114.6288563,4.49736984,BRN,1,1,F,Female,,PT,Percentage,SG_GEN_PARL__F,sex,5,2017,2021,"[2017, 2018, 2019, 2020, 2021]",,,,,,,,,,,,,,,,,,9.09,9.09,9.09,9.09,9.09,9.09,"[2017-2019]: Annual data as of 1 Feb of given year. // [2020]: Data are as at 1 January of reporting year | single or lower chambers of national parliaments. // [2021]: Lower Chamber or Unicameral, Data valid as of 1 Jan of given year based on the number of seats filled in parliament at the time",C: Country data,28,12760425.9135313,501159.817238009
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050501,5.5.1,Proportion of seats held by women in (a) national parliaments and (b) local governments,2021.Q2.G.03,"['advancement of women', 'gender equality', 'political participation', 'women']",SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),100,Bulgaria,5,151,Eastern Europe,Country,25.23763153,42.75731323,BGR,1,1,F,Female,,PT,Percentage,SG_GEN_PARL__F,sex,22,2000,2021,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",10.83,10.83,26.25,26.25,26.25,26.25,22.08,22.08,21.67,21.67,20.83,20.83,20.83,22.92,24.58,20.42,20.42,19.17,23.75,25.83,26.67,27.08,27.08,"[2000-2019]: Annual data as of 1 Feb of given year. // [2020]: Data are as at 1 January of reporting year | single or lower chambers of national parliaments. // [2021]: Lower Chamber or Unicameral, Data valid as of 1 Jan of given year based on the number of seats filled in parliament at the time",C: Country data,29,2809440.29074787,5275105.09683148
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050501,5.5.1,Proportion of seats held by women in (a) national parliaments and (b) local governments,2021.Q2.G.03,"['advancement of women', 'gender equality', 'political participation', 'women']",SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),854,Burkina Faso,4,11,Western Africa,Country,-1.742843829,12.27491081,BFA,1,1,F,Female,,PT,Percentage,SG_GEN_PARL__F,sex,22,2000,2021,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",8.11,8.11,8.11,11.71,11.71,11.71,11.71,11.71,15.32,15.32,15.32,15.32,15.32,15.75,18.9,13.33,9.45,11.02,11.02,13.39,13.39,6.3,6.3,"[2000-2019]: Annual data as of 1 Feb of given year. // [2020]: Data are as at 1 January of reporting year | single or lower chambers of national parliaments. // [2021]: Lower Chamber or Unicameral, Data valid as of 1 Jan of given year based on the number of seats filled in parliament at the time",C: Country data,30,-194012.487576479,1377011.11263974
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050501,5.5.1,Proportion of seats held by women in (a) national parliaments and (b) local governments,2021.Q2.G.03,"['advancement of women', 'gender equality', 'political participation', 'women']",SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),108,Burundi,4,14,Eastern Africa,Country,29.89080992,-3.366387428,BDI,1,1,F,Female,,PT,Percentage,SG_GEN_PARL__F,sex,22,2000,2021,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",5.98,14.41,19.53,18.44,18.44,18.44,30.51,30.51,30.51,30.51,31.36,32.08,30.48,30.48,30.48,30.48,36.36,36.36,36.36,36.36,36.36,38.21,38.21,"[2000-2019]: Annual data as of 1 Feb of given year. // [2020]: Data are as at 1 January of reporting year | single or lower chambers of national parliaments. // [2021]: Lower Chamber or Unicameral, Data valid as of 1 Jan of given year based on the number of seats filled in parliament at the time",C: Country data,31,3327429.73969293,-374960.32960973
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050501,5.5.1,Proportion of seats held by women in (a) national parliaments and (b) local governments,2021.Q2.G.03,"['advancement of women', 'gender equality', 'political participation', 'women']",SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),132,Cabo Verde,4,11,Western Africa,Country,-23.63544151,15.07791834,CPV,1,1,F,Female,,PT,Percentage,SG_GEN_PARL__F,sex,22,2000,2021,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",11.11,11.11,11.11,11.11,11.11,11.11,15.28,15.28,18.06,18.06,18.06,18.06,20.83,20.83,20.83,20.83,20.83,23.61,23.61,23.61,25,26.39,26.39,"[2000-2019]: Annual data as of 1 Feb of given year. // [2020]: Data are as at 1 January of reporting year | single or lower chambers of national parliaments. // [2021]: Lower Chamber or Unicameral, Data valid as of 1 Jan of given year based on the number of seats filled in parliament at the time",C: Country data,32,-2631085.3135674,1698181.58838434
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050501,5.5.1,Proportion of seats held by women in (a) national parliaments and (b) local governments,2021.Q2.G.03,"['advancement of women', 'gender equality', 'political participation', 'women']",SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),116,Cambodia,4,35,South-Eastern Asia,Country,104.922836,12.71163737,KHM,1,1,F,Female,,PT,Percentage,SG_GEN_PARL__F,sex,22,2000,2021,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",8.2,7.38,7.38,7.38,9.76,9.76,9.76,9.76,19.51,16.26,21.14,21.14,20.33,20.33,20.33,20.33,20.33,20.33,20.33,20,20,21.6,21.6,"[2000-2019]: Annual data as of 1 Feb of given year. // [2020]: Data are as at 1 January of reporting year | single or lower chambers of national parliaments. // [2021]: Lower Chamber or Unicameral, Data valid as of 1 Jan of given year based on the number of seats filled in parliament at the time",C: Country data,33,11679956.6761062,1426806.50493586
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050501,5.5.1,Proportion of seats held by women in (a) national parliaments and (b) local governments,2021.Q2.G.03,"['advancement of women', 'gender equality', 'political participation', 'women']",SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),120,Cameroon,4,17,Middle Africa,Country,12.7419827,5.692387031,CMR,1,1,F,Female,,PT,Percentage,SG_GEN_PARL__F,sex,22,2000,2021,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",5.56,5.56,5.56,8.89,8.89,8.89,8.89,8.89,13.89,13.89,13.89,13.89,13.89,13.89,31.11,31.11,31.11,31.11,31.11,31.11,31.11,33.89,33.89,"[2000-2019]: Annual data as of 1 Feb of given year. // [2020]: Data are as at 1 January of reporting year | single or lower chambers of national parliaments. // [2021]: Lower Chamber or Unicameral, Data valid as of 1 Jan of given year based on the number of seats filled in parliament at the time",C: Country data,34,1418431.0258607,634718.662043768
5,Goal 5,Achieve gender equality and empower all women and girls,5.5,"Ensure women’s full and effective participation and equal opportunities for leadership at all levels of decision-making in political, economic and public life",C050501,5.5.1,Proportion of seats held by women in (a) national parliaments and (b) local governments,2021.Q2.G.03,"['advancement of women', 'gender equality', 'political participation', 'women']",SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),124,Canada,4,21,Northern America,Country,-101.6575058,57.72360191,CAN,1,1,F,Female,,PT,Percentage,SG_GEN_PARL__F,sex,22,2000,2021,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",20.6,20.6,20.6,20.6,20.6,21.1,20.78,20.78,21.31,22.08,22.08,22.08,24.76,24.68,25.08,25.16,26.04,26.27,27,26.95,28.99,29.59,29.59,"[2000-2019]: Annual data as of 1 Feb of given year. // [2020]: Data are as at 1 January of reporting year | single or lower chambers of national parliaments. // [2021]: Lower Chamber or Unicameral, Data valid as of 1 Jan of given year based on the number of seats filled in parliament at the time",C: Country data,35,-11316461.7809703,7909477.68156362
